Placette,Secteur,Trait.,Bloc,Num,Essence,Diametre_(mm)_2022_ou_2021
120,Pentecôte,Intensif,B,125,SAB,103
120,Pentecôte,Intensif,B,126,SAB,103
120,Pentecôte,Intensif,B,127,SAB,94
120,Pentecôte,Intensif,B,128,SAB,95
120,Pentecôte,Intensif,B,129,SAB,94
120,Pentecôte,Intensif,B,130,SAB,94
120,Pentecôte,Intensif,B,131,SABm,
120,Pentecôte,Intensif,B,132,SAB,94
120,Pentecôte,Intensif,B,133,SAB,94
120,Pentecôte,Intensif,B,134,SABm,
120,Pentecôte,Intensif,B,135,SAB,92
120,Pentecôte,Intensif,B,136,SAB,98
120,Pentecôte,Intensif,B,137,SAB,95
,,,,,,
120,Pentecôte,Intensif,C,1,SAB,148
120,Pentecôte,Intensif,C,2,SAB,120
120,Pentecôte,Intensif,C,3,SAB,114
120,Pentecôte,Intensif,C,4,SAB,168
120,Pentecôte,Intensif,C,5,SAB,120
120,Pentecôte,Intensif,C,6,SABm,
120,Pentecôte,Intensif,C,7,SAB,101
120,Pentecôte,Intensif,C,8,SAB,100
120,Pentecôte,Intensif,C,9,SAB,124
120,Pentecôte,Intensif,C,10,SAB,150
120,Pentecôte,Intensif,C,11,SAB,119
120,Pentecôte,Intensif,C,12,SAB,108
120,Pentecôte,Intensif,C,13,SAB,141
120,Pentecôte,Intensif,C,14,SAB,134
120,Pentecôte,Intensif,C,15,SAB,124
120,Pentecôte,Intensif,C,16,SAB,107
120,Pentecôte,Intensif,C,17,SAB,144
120,Pentecôte,Intensif,C,18,EPB,224
120,Pentecôte,Intensif,C,19,SAB,154
120,Pentecôte,Intensif,C,20,SAB,138
120,Pentecôte,Intensif,C,21,EPN,111
120,Pentecôte,Intensif,C,22,SAB,179
120,Pentecôte,Intensif,C,23,SABm,
120,Pentecôte,Intensif,C,24,SAB,103
120,Pentecôte,Intensif,C,25,SAB,144
120,Pentecôte,Intensif,C,26,SAB,166
120,Pentecôte,Intensif,C,27,SAB,113
120,Pentecôte,Intensif,C,28,EPNm,
120,Pentecôte,Intensif,C,29,SAB,124
120,Pentecôte,Intensif,C,30,SAB,183
120,Pentecôte,Intensif,C,31,SABm,
120,Pentecôte,Intensif,C,32,SAB,169
120,Pentecôte,Intensif,C,33,SAB,145
120,Pentecôte,Intensif,C,34,SAB,159
120,Pentecôte,Intensif,C,35,SABm,
120,Pentecôte,Intensif,C,36,SAB,181
120,Pentecôte,Intensif,C,37,SAB,217
120,Pentecôte,Intensif,C,38,SAB,130
120,Pentecôte,Intensif,C,39,EPN,163
120,Pentecôte,Intensif,C,40,SABm,
120,Pentecôte,Intensif,C,41,SAB,146
120,Pentecôte,Intensif,C,42,SAB,113
120,Pentecôte,Intensif,C,43,SABm,
120,Pentecôte,Intensif,C,44,SAB,208
120,Pentecôte,Intensif,C,45,SAB,141
120,Pentecôte,Intensif,C,46,SAB,113
120,Pentecôte,Intensif,C,47,EPN,202
120,Pentecôte,Intensif,C,48,SAB,174
120,Pentecôte,Intensif,C,49,SAB,128
120,Pentecôte,Intensif,C,50,SAB,150
120,Pentecôte,Intensif,C,51,SAB,151
120,Pentecôte,Intensif,C,52,SAB,152
120,Pentecôte,Intensif,C,53,SAB,109
120,Pentecôte,Intensif,C,54,SABm,
120,Pentecôte,Intensif,C,55,SAB,118
120,Pentecôte,Intensif,C,56,SABm,
120,Pentecôte,Intensif,C,57,SAB,168
120,Pentecôte,Intensif,C,58,SABm,104
120,Pentecôte,Intensif,C,59,SABm,
120,Pentecôte,Intensif,C,60,SAB,145
120,Pentecôte,Intensif,C,61,SAB,115
120,Pentecôte,Intensif,C,62,SAB,162
120,Pentecôte,Intensif,C,63,SAB,138
120,Pentecôte,Intensif,C,64,EPB,250
120,Pentecôte,Intensif,C,65,SAB,225
120,Pentecôte,Intensif,C,66,SAB,160
120,Pentecôte,Intensif,C,67,SAB,150
120,Pentecôte,Intensif,C,68,SAB,135
120,Pentecôte,Intensif,C,69,SABm,
120,Pentecôte,Intensif,C,70,SAB,130
120,Pentecôte,Intensif,C,71,SAB,213
120,Pentecôte,Intensif,C,72,EPN,133
120,Pentecôte,Intensif,C,73,SAB,153
120,Pentecôte,Intensif,C,74,SAB,167
120,Pentecôte,Intensif,C,75,SABm,111
120,Pentecôte,Intensif,C,76,SAB,104
120,Pentecôte,Intensif,C,77,SAB,135
120,Pentecôte,Intensif,C,78,SABm,
120,Pentecôte,Intensif,C,79,SAB,123
120,Pentecôte,Intensif,C,80,SAB,106
120,Pentecôte,Intensif,C,81,SAB,100
120,Pentecôte,Intensif,C,82,SAB,202
120,Pentecôte,Intensif,C,83,SAB,136
120,Pentecôte,Intensif,C,84,SAB,145
120,Pentecôte,Intensif,C,85,SAB,142
120,Pentecôte,Intensif,C,86,SABm,
120,Pentecôte,Intensif,C,87,SAB,106
120,Pentecôte,Intensif,C,88,SABm,94
120,Pentecôte,Intensif,C,89,SAB,115
120,Pentecôte,Intensif,C,90,SAB,111
120,Pentecôte,Intensif,C,91,SAB,144
120,Pentecôte,Intensif,C,92,SAB,107
120,Pentecôte,Intensif,C,93,SAB,105
120,Pentecôte,Intensif,C,94,SAB,140
120,Pentecôte,Intensif,C,95,SAB,118
120,Pentecôte,Intensif,C,96,SAB,116
120,Pentecôte,Intensif,C,97,SAB,152
120,Pentecôte,Intensif,C,98,SAB,123
120,Pentecôte,Intensif,C,99,SAB,123
120,Pentecôte,Intensif,C,100,SAB,147
120,Pentecôte,Intensif,C,101,SAB,151
120,Pentecôte,Intensif,C,102,SAB,131
120,Pentecôte,Intensif,C,103,SAB,110
120,Pentecôte,Intensif,C,104,EPB,157
120,Pentecôte,Intensif,C,105,SAB,109
120,Pentecôte,Intensif,C,106,SAB,97
120,Pentecôte,Intensif,C,107,EPNm,
120,Pentecôte,Intensif,C,108,SAB,96
120,Pentecôte,Intensif,C,109,SAB,96
120,Pentecôte,Intensif,C,110,SAB,94
120,Pentecôte,Intensif,C,111,SAB,95
120,Pentecôte,Intensif,C,112,SAB,92
,,,,,,
121,Pentecôte,3_ans,A,1,SAB,123
121,Pentecôte,3_ans,A,2,SABm,
121,Pentecôte,3_ans,A,3,SAB,100
121,Pentecôte,3_ans,A,4,SAB,120
121,Pentecôte,3_ans,A,5,SABm,119
121,Pentecôte,3_ans,A,6,SABm,
121,Pentecôte,3_ans,A,7,EPB,193
121,Pentecôte,3_ans,A,8,SAB,134
121,Pentecôte,3_ans,A,9,EPN,174
121,Pentecôte,3_ans,A,10,EPN,161
121,Pentecôte,3_ans,A,11,SABm,
121,Pentecôte,3_ans,A,12,SABm,138
121,Pentecôte,3_ans,A,13,SAB,121
121,Pentecôte,3_ans,A,14,SABm,121
121,Pentecôte,3_ans,A,15,SAB,112
121,Pentecôte,3_ans,A,16,SABm,
121,Pentecôte,3_ans,A,17,SAB,114
121,Pentecôte,3_ans,A,18,SABm,
121,Pentecôte,3_ans,A,19,SABm,
121,Pentecôte,3_ans,A,20,SABm,
121,Pentecôte,3_ans,A,21,SABm,
121,Pentecôte,3_ans,A,22,SABm,
121,Pentecôte,3_ans,A,23,SAB,111
121,Pentecôte,3_ans,A,24,SAB,113
121,Pentecôte,3_ans,A,25,SABm,
121,Pentecôte,3_ans,A,26,SABm,
121,Pentecôte,3_ans,A,27,SABm,
121,Pentecôte,3_ans,A,28,SABm,
121,Pentecôte,3_ans,A,29,SABm,
121,Pentecôte,3_ans,A,30,EPB,200
121,Pentecôte,3_ans,A,31,SABm,
121,Pentecôte,3_ans,A,32,EPB,108
121,Pentecôte,3_ans,A,33,SAB,140
121,Pentecôte,3_ans,A,34,SABm,
121,Pentecôte,3_ans,A,35,SABm,
121,Pentecôte,3_ans,A,36,SABm,
121,Pentecôte,3_ans,A,37,SAB,135
121,Pentecôte,3_ans,A,38,SABm,
121,Pentecôte,3_ans,A,39,SABm,
121,Pentecôte,3_ans,A,40,SABm,
121,Pentecôte,3_ans,A,41,SAB,205
121,Pentecôte,3_ans,A,42,SABm,
121,Pentecôte,3_ans,A,43,SABm,
121,Pentecôte,3_ans,A,44,EPN,200
121,Pentecôte,3_ans,A,45,SABm,
121,Pentecôte,3_ans,A,46,SABm,
121,Pentecôte,3_ans,A,47,SABm,124
121,Pentecôte,3_ans,A,48,SABm,
121,Pentecôte,3_ans,A,49,SABm,
121,Pentecôte,3_ans,A,50,SABm,
121,Pentecôte,3_ans,A,51,SABm,
121,Pentecôte,3_ans,A,52,SAB,156
121,Pentecôte,3_ans,A,53,SABm,
121,Pentecôte,3_ans,A,54,SABm,
121,Pentecôte,3_ans,A,55,SAB,144
121,Pentecôte,3_ans,A,56,SAB,116
121,Pentecôte,3_ans,A,57,SAB,110
121,Pentecôte,3_ans,A,58,EPB,149
121,Pentecôte,3_ans,A,59,SAB,134
121,Pentecôte,3_ans,A,60,SABm,100
121,Pentecôte,3_ans,A,61,SAB,101
121,Pentecôte,3_ans,A,62,EPN,175
121,Pentecôte,3_ans,A,63,EPN,107
121,Pentecôte,3_ans,A,64,SAB,135
121,Pentecôte,3_ans,A,65,EPN,163
121,Pentecôte,3_ans,A,66,SABm,
121,Pentecôte,3_ans,A,67,SABm,
121,Pentecôte,3_ans,A,68,SABm,
121,Pentecôte,3_ans,A,69,SAB,108
121,Pentecôte,3_ans,A,70,SABm,
121,Pentecôte,3_ans,A,71,SABm,123
121,Pentecôte,3_ans,A,72,SABm,
121,Pentecôte,3_ans,A,73,SAB,129
121,Pentecôte,3_ans,A,74,EPN,155
121,Pentecôte,3_ans,A,75,SAB,118
121,Pentecôte,3_ans,A,76,SABm,106
121,Pentecôte,3_ans,A,77,EPB,137
121,Pentecôte,3_ans,A,78,SAB,107
121,Pentecôte,3_ans,A,79,SABm,
121,Pentecôte,3_ans,A,80,EPN,128
121,Pentecôte,3_ans,A,81,SABm,103
121,Pentecôte,3_ans,A,82,EPN,222
121,Pentecôte,3_ans,A,83,EPN,128
121,Pentecôte,3_ans,A,84,SAB,113
121,Pentecôte,3_ans,A,85,SABm,92
121,Pentecôte,3_ans,A,86,SAB,102
121,Pentecôte,3_ans,A,87,SABm,98
121,Pentecôte,3_ans,A,88,SAB,96
121,Pentecôte,3_ans,A,89,SAB,99
121,Pentecôte,3_ans,A,90,SABm,96
121,Pentecôte,3_ans,A,91,SABm,
121,Pentecôte,3_ans,A,92,SABm,
121,Pentecôte,3_ans,A,93,SABm,
121,Pentecôte,3_ans,A,94,SABm,
121,Pentecôte,3_ans,A,95,SABm,
121,Pentecôte,3_ans,A,96,SAB,96
121,Pentecôte,3_ans,A,97,SABm,
,,,,,,
121,Pentecôte,3_ans,B,1,EPN,178
121,Pentecôte,3_ans,B,2,SABm,
121,Pentecôte,3_ans,B,3,SABm,
121,Pentecôte,3_ans,B,4,EPN,178
121,Pentecôte,3_ans,B,5,EPN,137
121,Pentecôte,3_ans,B,6,SABm,
121,Pentecôte,3_ans,B,7,SAB,126
121,Pentecôte,3_ans,B,8,SABm,
121,Pentecôte,3_ans,B,9,SAB,170
121,Pentecôte,3_ans,B,10,SABm,
121,Pentecôte,3_ans,B,11,SABm,
121,Pentecôte,3_ans,B,12,EPN,185
121,Pentecôte,3_ans,B,13,SABm,
121,Pentecôte,3_ans,B,14,EPN,116
121,Pentecôte,3_ans,B,15,SABm,
121,Pentecôte,3_ans,B,16,SABm,
121,Pentecôte,3_ans,B,17,SABm,
121,Pentecôte,3_ans,B,18,EPN,207
121,Pentecôte,3_ans,B,19,EPN,123
121,Pentecôte,3_ans,B,20,SABm,
121,Pentecôte,3_ans,B,21,SAB,111
121,Pentecôte,3_ans,B,22,SAB,127
121,Pentecôte,3_ans,B,23,EPN,213
121,Pentecôte,3_ans,B,24,SABm,
121,Pentecôte,3_ans,B,25,EPNm,
121,Pentecôte,3_ans,B,26,EPN,123
121,Pentecôte,3_ans,B,27,EPN,154
121,Pentecôte,3_ans,B,28,SABm,114
121,Pentecôte,3_ans,B,29,SABm,
121,Pentecôte,3_ans,B,30,SABm,
121,Pentecôte,3_ans,B,31,SABm,
121,Pentecôte,3_ans,B,32,EPN,115
121,Pentecôte,3_ans,B,33,EPN,108
121,Pentecôte,3_ans,B,34,SABm,95
121,Pentecôte,3_ans,B,35,SAB,105
121,Pentecôte,3_ans,B,36,SABm,105
121,Pentecôte,3_ans,B,37,EPN,176
121,Pentecôte,3_ans,B,38,EPN,194
121,Pentecôte,3_ans,B,39,EPN,98
121,Pentecôte,3_ans,B,40,SABm,
121,Pentecôte,3_ans,B,41,EPN,120
121,Pentecôte,3_ans,B,42,EPN,196
121,Pentecôte,3_ans,B,43,EPN,95
121,Pentecôte,3_ans,B,44,EPN,198
121,Pentecôte,3_ans,B,45,SABm,
121,Pentecôte,3_ans,B,46,EPN,134
121,Pentecôte,3_ans,B,47,EPN,120
121,Pentecôte,3_ans,B,48,EPN,151
121,Pentecôte,3_ans,B,49,EPN,103
121,Pentecôte,3_ans,B,50,EPN,118
121,Pentecôte,3_ans,B,51,SABm,
121,Pentecôte,3_ans,B,52,EPN,121
121,Pentecôte,3_ans,B,53,EPN,152
121,Pentecôte,3_ans,B,54,EPN,129
121,Pentecôte,3_ans,B,55,EPN,132
121,Pentecôte,3_ans,B,56,SABm,
121,Pentecôte,3_ans,B,57,SABm,
121,Pentecôte,3_ans,B,58,EPN,188
121,Pentecôte,3_ans,B,59,EPN,162
121,Pentecôte,3_ans,B,60,EPN,102
121,Pentecôte,3_ans,B,61,EPN,119
121,Pentecôte,3_ans,B,62,EPN,98
121,Pentecôte,3_ans,B,63,EPN,100
121,Pentecôte,3_ans,B,64,EPN,106
121,Pentecôte,3_ans,B,65,EPN,145
121,Pentecôte,3_ans,B,66,EPN,124
121,Pentecôte,3_ans,B,67,SABm,
121,Pentecôte,3_ans,B,68,SABm,
121,Pentecôte,3_ans,B,69,SABm,
121,Pentecôte,3_ans,B,70,EPN,128
121,Pentecôte,3_ans,B,71,SABm,109
121,Pentecôte,3_ans,B,72,EPN,117
121,Pentecôte,3_ans,B,73,EPN,132
121,Pentecôte,3_ans,B,74,EPN,103
121,Pentecôte,3_ans,B,75,EPN,166
121,Pentecôte,3_ans,B,76,EPN,164
121,Pentecôte,3_ans,B,77,EPN,154
121,Pentecôte,3_ans,B,78,SABm,120
121,Pentecôte,3_ans,B,79,EPN,121
121,Pentecôte,3_ans,B,80,SABm,
121,Pentecôte,3_ans,B,81,SABm,
121,Pentecôte,3_ans,B,82,SABm,
121,Pentecôte,3_ans,B,83,SABm,
121,Pentecôte,3_ans,B,84,SABm,
121,Pentecôte,3_ans,B,85,SABm,162
121,Pentecôte,3_ans,B,86,SABm,
121,Pentecôte,3_ans,B,87,SABm,
121,Pentecôte,3_ans,B,88,SABm,
121,Pentecôte,3_ans,B,89,SABm,
121,Pentecôte,3_ans,B,90,SABm,
121,Pentecôte,3_ans,B,91,SABm,
121,Pentecôte,3_ans,B,92,SABm,
121,Pentecôte,3_ans,B,93,EPN,155
121,Pentecôte,3_ans,B,94,SABm,104
121,Pentecôte,3_ans,B,95,EPNm,172
121,Pentecôte,3_ans,B,96,SABm,
121,Pentecôte,3_ans,B,97,SABm,
121,Pentecôte,3_ans,B,98,SABm,
121,Pentecôte,3_ans,B,99,EPN,124
121,Pentecôte,3_ans,B,100,SABm,
121,Pentecôte,3_ans,B,101,EPN,191
121,Pentecôte,3_ans,B,102,EPN,117
121,Pentecôte,3_ans,B,103,EPN,123
121,Pentecôte,3_ans,B,104,SAB,gaulis
121,Pentecôte,3_ans,B,105,EPN,97
121,Pentecôte,3_ans,B,106,SABm,
121,Pentecôte,3_ans,B,107,SABm,
121,Pentecôte,3_ans,B,108,EPN,96
121,Pentecôte,3_ans,B,109,EPN,95
121,Pentecôte,3_ans,B,110,SABm,
121,Pentecôte,3_ans,B,111,EPN,98
,,,,,,
121,Pentecôte,3_ans,C,1,SABm,
121,Pentecôte,3_ans,C,2,SABm,
121,Pentecôte,3_ans,C,3,SABm,
121,Pentecôte,3_ans,C,4,BOP,135
121,Pentecôte,3_ans,C,5,SABm,
121,Pentecôte,3_ans,C,6,SABm,
121,Pentecôte,3_ans,C,7,SAB,149
121,Pentecôte,3_ans,C,8,SABm,
121,Pentecôte,3_ans,C,9,SABm,
121,Pentecôte,3_ans,C,10,SABm,
121,Pentecôte,3_ans,C,11,SABm,
121,Pentecôte,3_ans,C,12,SABm,
121,Pentecôte,3_ans,C,13,SABm,
121,Pentecôte,3_ans,C,14,SAB,191
121,Pentecôte,3_ans,C,15,SABm,
121,Pentecôte,3_ans,C,16,SABm,
121,Pentecôte,3_ans,C,17,SABm,
121,Pentecôte,3_ans,C,18,EPB,105
121,Pentecôte,3_ans,C,19,SAB,151
121,Pentecôte,3_ans,C,20,SAB,116
121,Pentecôte,3_ans,C,21,SAB,141
121,Pentecôte,3_ans,C,22,SABm,
121,Pentecôte,3_ans,C,23,EPB,169
121,Pentecôte,3_ans,C,24,SABm,
121,Pentecôte,3_ans,C,25,SABm,
121,Pentecôte,3_ans,C,26,SABm,
121,Pentecôte,3_ans,C,27,EPB,114
121,Pentecôte,3_ans,C,28,SABm,
121,Pentecôte,3_ans,C,29,SABm,
121,Pentecôte,3_ans,C,30,SABm,
121,Pentecôte,3_ans,C,31,SAB,162
121,Pentecôte,3_ans,C,32,SABm,
121,Pentecôte,3_ans,C,33,EPB,212
121,Pentecôte,3_ans,C,34,SAB,131
121,Pentecôte,3_ans,C,35,EPB,122
121,Pentecôte,3_ans,C,36,SABm,
121,Pentecôte,3_ans,C,37,SAB,187
121,Pentecôte,3_ans,C,38,SABm,
121,Pentecôte,3_ans,C,39,SABm,
121,Pentecôte,3_ans,C,40,EPB,172
121,Pentecôte,3_ans,C,41,SABm,
121,Pentecôte,3_ans,C,42,SAB,127
121,Pentecôte,3_ans,C,43,SABm,
121,Pentecôte,3_ans,C,44,SABm,
121,Pentecôte,3_ans,C,45,SABm,
121,Pentecôte,3_ans,C,46,SABm,
121,Pentecôte,3_ans,C,47,SABm,
121,Pentecôte,3_ans,C,48,SABm,
121,Pentecôte,3_ans,C,49,SABm,
121,Pentecôte,3_ans,C,50,SABm,
121,Pentecôte,3_ans,C,51,SABm,
121,Pentecôte,3_ans,C,52,SAB,105
121,Pentecôte,3_ans,C,53,SAB,158
121,Pentecôte,3_ans,C,54,SAB,188
121,Pentecôte,3_ans,C,55,EPBm,
121,Pentecôte,3_ans,C,56,SABm,
121,Pentecôte,3_ans,C,57,SABm,
121,Pentecôte,3_ans,C,58,SABm,
121,Pentecôte,3_ans,C,59,SABm,
121,Pentecôte,3_ans,C,60,SABm,
121,Pentecôte,3_ans,C,61,SABm,
121,Pentecôte,3_ans,C,62,SABm,
121,Pentecôte,3_ans,C,63,SABm,
121,Pentecôte,3_ans,C,64,SABm,
121,Pentecôte,3_ans,C,65,SABm,
121,Pentecôte,3_ans,C,66,SABm,
121,Pentecôte,3_ans,C,67,SABm,
121,Pentecôte,3_ans,C,68,SABm,
121,Pentecôte,3_ans,C,69,SABm,
121,Pentecôte,3_ans,C,70,SAB,171
121,Pentecôte,3_ans,C,71,SABm,
121,Pentecôte,3_ans,C,72,SABm,
121,Pentecôte,3_ans,C,73,EPBm,
121,Pentecôte,3_ans,C,74,SABm,
121,Pentecôte,3_ans,C,75,SABm,
121,Pentecôte,3_ans,C,76,SABm,
121,Pentecôte,3_ans,C,77,EPB,246
121,Pentecôte,3_ans,C,78,EPB,219
121,Pentecôte,3_ans,C,79,SABm,
121,Pentecôte,3_ans,C,80,SABm,
121,Pentecôte,3_ans,C,81,SABm,
121,Pentecôte,3_ans,C,82,SABm,
121,Pentecôte,3_ans,C,83,SABm,
121,Pentecôte,3_ans,C,84,SABm,
121,Pentecôte,3_ans,C,85,EPBm,
121,Pentecôte,3_ans,C,86,SABm,
121,Pentecôte,3_ans,C,87,SABm,
121,Pentecôte,3_ans,C,88,SABm,
121,Pentecôte,3_ans,C,89,SABm,
121,Pentecôte,3_ans,C,90,SABm,
121,Pentecôte,3_ans,C,91,SABm,
121,Pentecôte,3_ans,C,92,SABm,
121,Pentecôte,3_ans,C,93,SABm,
121,Pentecôte,3_ans,C,94,SABm,
121,Pentecôte,3_ans,C,95,SABm,
121,Pentecôte,3_ans,C,96,SABm,
121,Pentecôte,3_ans,C,97,SABm,
121,Pentecôte,3_ans,C,98,SABm,
121,Pentecôte,3_ans,C,99,SABm,
121,Pentecôte,3_ans,C,100,SABm,
121,Pentecôte,3_ans,C,101,SABm,
121,Pentecôte,3_ans,C,102,SABm,
121,Pentecôte,3_ans,C,103,SABm,
121,Pentecôte,3_ans,C,104,SABm,
121,Pentecôte,3_ans,C,105,SABm,
121,Pentecôte,3_ans,C,106,SABm,
121,Pentecôte,3_ans,C,107,SABm,
121,Pentecôte,3_ans,C,108,SABm,
121,Pentecôte,3_ans,C,109,SAB,137
121,Pentecôte,3_ans,C,110,SABm,116
121,Pentecôte,3_ans,C,111,EPB,259
121,Pentecôte,3_ans,C,112,EPB,161
121,Pentecôte,3_ans,C,113,SABm,
121,Pentecôte,3_ans,C,114,SAB,148
121,Pentecôte,3_ans,C,115,SABm,159
121,Pentecôte,3_ans,C,116,SABm,
121,Pentecôte,3_ans,C,117,SABm,
121,Pentecôte,3_ans,C,118,SABm,
121,Pentecôte,3_ans,C,119,SABm,
121,Pentecôte,3_ans,C,120,SABm,
121,Pentecôte,3_ans,C,121,SABm,
121,Pentecôte,3_ans,C,122,SABm,
121,Pentecôte,3_ans,C,123,SABm,
121,Pentecôte,3_ans,C,124,SABm,
121,Pentecôte,3_ans,C,125,SABm,
121,Pentecôte,3_ans,C,126,SABm,
121,Pentecôte,3_ans,C,127,EPBm,
121,Pentecôte,3_ans,C,128,SABm,
121,Pentecôte,3_ans,C,129,SAB,102
121,Pentecôte,3_ans,C,130,SABm,
121,Pentecôte,3_ans,C,131,SABm,
121,Pentecôte,3_ans,C,132,SABm,
121,Pentecôte,3_ans,C,133,SABm,
121,Pentecôte,3_ans,C,134,SABm,
121,Pentecôte,3_ans,C,135,SABm,
121,Pentecôte,3_ans,C,136,SABm,
,,,,,,
,,,,,,
15,Baie-Comeau,Aucun,A,1,SABm,
15,Baie-Comeau,Aucun,A,2,SABm,
15,Baie-Comeau,Aucun,A,3,BOP,187
15,Baie-Comeau,Aucun,A,4,SABm,
15,Baie-Comeau,Aucun,A,5,EPN,157
15,Baie-Comeau,Aucun,A,6,SABm,
15,Baie-Comeau,Aucun,A,7,SABm,
15,Baie-Comeau,Aucun,A,8,EPBm,
15,Baie-Comeau,Aucun,A,9,SABm,
15,Baie-Comeau,Aucun,A,10,SABm,
15,Baie-Comeau,Aucun,A,11,SABm,
15,Baie-Comeau,Aucun,A,12,SABm,
15,Baie-Comeau,Aucun,A,13,SABm,
15,Baie-Comeau,Aucun,A,14,SABm,
15,Baie-Comeau,Aucun,A,15,EPN,223
15,Baie-Comeau,Aucun,A,16,SABm,
15,Baie-Comeau,Aucun,A,17,SABm,
15,Baie-Comeau,Aucun,A,18,SABm,
15,Baie-Comeau,Aucun,A,19,EPB,158
15,Baie-Comeau,Aucun,A,20,SABm,
15,Baie-Comeau,Aucun,A,21,SABm,
15,Baie-Comeau,Aucun,A,22,ERR,135
15,Baie-Comeau,Aucun,A,23,ERR,159
15,Baie-Comeau,Aucun,A,24,ERR,174
15,Baie-Comeau,Aucun,A,25,ERR,168
15,Baie-Comeau,Aucun,A,26,ERR,118
15,Baie-Comeau,Aucun,A,27,SABm,
15,Baie-Comeau,Aucun,A,28,SABm,
15,Baie-Comeau,Aucun,A,29,SABm,
15,Baie-Comeau,Aucun,A,30,EPB,209
15,Baie-Comeau,Aucun,A,31,SABm,
15,Baie-Comeau,Aucun,A,32,EPBm,
15,Baie-Comeau,Aucun,A,33,EPNm,
15,Baie-Comeau,Aucun,A,34,EPB,252
15,Baie-Comeau,Aucun,A,35,SABm,
15,Baie-Comeau,Aucun,A,36,SABm,
15,Baie-Comeau,Aucun,A,37,EPBm,
15,Baie-Comeau,Aucun,A,38,EPB,142
15,Baie-Comeau,Aucun,A,39,EPB,163
15,Baie-Comeau,Aucun,A,40,EPNm,
15,Baie-Comeau,Aucun,A,41,EPN,171
15,Baie-Comeau,Aucun,A,42,EPNm,
15,Baie-Comeau,Aucun,A,43,SABm,
15,Baie-Comeau,Aucun,A,44,EPNm,98
15,Baie-Comeau,Aucun,A,45,EPN,127
15,Baie-Comeau,Aucun,A,46,EPN,252
15,Baie-Comeau,Aucun,A,47,EPN,96
15,Baie-Comeau,Aucun,A,48,EPN,138
15,Baie-Comeau,Aucun,A,49,EPN,161
15,Baie-Comeau,Aucun,A,50,EPN,136
15,Baie-Comeau,Aucun,A,51,EPB,169
15,Baie-Comeau,Aucun,A,52,EPN,216
15,Baie-Comeau,Aucun,A,53,EPNm,
15,Baie-Comeau,Aucun,A,54,EPNm,
15,Baie-Comeau,Aucun,A,55,EPNm,
15,Baie-Comeau,Aucun,A,56,EPNm,
15,Baie-Comeau,Aucun,A,57,EPNm,
15,Baie-Comeau,Aucun,A,58,EPNm,
15,Baie-Comeau,Aucun,A,59,SABm,
15,Baie-Comeau,Aucun,A,60,EPN,200
15,Baie-Comeau,Aucun,A,61,EPN,165
15,Baie-Comeau,Aucun,A,62,EPN,194
15,Baie-Comeau,Aucun,A,63,EPB,148
15,Baie-Comeau,Aucun,A,64,EPNm,
15,Baie-Comeau,Aucun,A,65,SABm,
15,Baie-Comeau,Aucun,A,66,SABm,
15,Baie-Comeau,Aucun,A,67,EPNm,
15,Baie-Comeau,Aucun,A,68,EPN,194
15,Baie-Comeau,Aucun,A,69,EPN,229
15,Baie-Comeau,Aucun,A,70,BOP,110
15,Baie-Comeau,Aucun,A,71,EPNm,
15,Baie-Comeau,Aucun,A,72,EPNm,
15,Baie-Comeau,Aucun,A,73,EPN,250
15,Baie-Comeau,Aucun,A,74,SABm,
15,Baie-Comeau,Aucun,A,75,EPBm,
15,Baie-Comeau,Aucun,A,76,SABm,
15,Baie-Comeau,Aucun,A,77,EPB,169
15,Baie-Comeau,Aucun,A,78,SABm,
15,Baie-Comeau,Aucun,A,79,SABm,
15,Baie-Comeau,Aucun,A,80,SABm,
15,Baie-Comeau,Aucun,A,81,BOPm,125
15,Baie-Comeau,Aucun,A,82,SABm,
15,Baie-Comeau,Aucun,A,83,SABm,
15,Baie-Comeau,Aucun,A,84,BOPm,
15,Baie-Comeau,Aucun,A,85,SABm,
15,Baie-Comeau,Aucun,A,86,SABm,
15,Baie-Comeau,Aucun,A,87,BOPm,
15,Baie-Comeau,Aucun,A,88,SABm,
15,Baie-Comeau,Aucun,A,89,ERR,113
15,Baie-Comeau,Aucun,A,90,ERR,108
15,Baie-Comeau,Aucun,A,91,SABm,
15,Baie-Comeau,Aucun,A,92,SABm,
,,,,,,
15,Baie-Comeau,Aucun,B,1,SABm,
15,Baie-Comeau,Aucun,B,2,EPN,194
15,Baie-Comeau,Aucun,B,3,EPN,127
15,Baie-Comeau,Aucun,B,4,EPN,159
15,Baie-Comeau,Aucun,B,5,EPN,134
15,Baie-Comeau,Aucun,B,6,EPN,131
15,Baie-Comeau,Aucun,B,7,SABm,
15,Baie-Comeau,Aucun,B,8,EPN,122
15,Baie-Comeau,Aucun,B,9,EPN,209
15,Baie-Comeau,Aucun,B,10,SABm,
15,Baie-Comeau,Aucun,B,11,EPB,192
15,Baie-Comeau,Aucun,B,12,EPN,213
15,Baie-Comeau,Aucun,B,13,EPN,189
15,Baie-Comeau,Aucun,B,14,ERR,153
15,Baie-Comeau,Aucun,B,15,BOP,119
15,Baie-Comeau,Aucun,B,16,SABm,
15,Baie-Comeau,Aucun,B,17,SABm,
15,Baie-Comeau,Aucun,B,18,SABm,
15,Baie-Comeau,Aucun,B,19,ERR,196
